id_candidat,id_hypothèse,borne_sup,borne_inf,resultat
3,1,45.7884,38.2116,42
12,1,61.7884,54.2116,58
3,2,45.7884,38.2116,42
12,2,61.7884,54.2116,58
12,3,51.5642,44.4358,48
5,3,55.5642,48.4358,52
12,4,51.5642,44.4358,48
5,4,55.5642,48.4358,52
12,5,51.5642,44.4358,48
5,5,55.5642,48.4358,52
12,6,58.6831,51.3169,55
7,6,48.6831,41.3169,45
11,7,40.6878,33.3122,37
12,7,66.6878,59.3122,63
12,8,60.9098,53.0902,57
5,8,46.9098,39.0902,43
12,9,56.5878,49.4122,53
3,9,50.5878,43.4122,47
13,10,52.8496,45.1504,49
12,10,54.8496,47.1504,51
12,11,58.6831,51.3169,55
7,11,48.6831,41.3169,45
11,12,40.6878,33.3122,37
12,12,66.6878,59.3122,63
12,13,60.9098,53.0902,57
5,13,46.9098,39.0902,43
12,14,56.5878,49.4122,53
3,14,50.5878,43.4122,47
13,15,52.8496,45.1504,49
12,15,54.8496,47.1504,51
3,16,46.6613,41.3387,44
12,16,58.6613,53.3387,56
3,17,48.7263,41.2737,45
12,17,58.7263,51.2737,55
12,18,61.5988,52.4012,57
3,18,47.5988,38.4012,43
12,19,51.5818,44.4182,48
13,19,55.5818,48.4182,52
3,20,42.1613,35.8387,39
13,20,64.1613,57.8387,61
12,21,61.5988,52.4012,57
3,21,47.5988,38.4012,43
12,22,51.5818,44.4182,48
13,22,55.5818,48.4182,52
3,23,42.1613,35.8387,39
13,23,64.1613,57.8387,61
12,24,61.5988,52.4012,57
3,24,47.5988,38.4012,43
12,25,51.5818,44.4182,48
13,25,55.5818,48.4182,52
3,26,42.1613,35.8387,39
13,26,64.1613,57.8387,61
3,27,45.7752,38.2248,42
12,27,61.7752,54.2248,58
3,28,50.0842,43.9158,47
12,28,56.0842,49.9158,53
3,29,50.0842,43.9158,47
12,29,56.0842,49.9158,53
3,30,50.0842,43.9158,47
12,30,56.0842,49.9158,53
3,31,47.0716,40.9284,44
12,31,59.0716,52.9284,56
3,32,50.7476,43.2524,47
12,32,56.7476,49.2524,53
3,33,48.158,39.842,44
12,33,60.158,51.842,56
3,34,49.688,42.312,46
12,34,57.688,50.312,54
12,35,64.7197,59.2803,62
11,35,40.7197,35.2803,38
12,36,55.8197,50.1803,53
13,36,49.8197,44.1803,47
12,37,56.6257,51.3743,54
3,37,48.6257,43.3743,46
7,38,45.6273,40.3727,43
12,38,59.6273,54.3727,57
5,39,45.8448,40.1552,43
12,39,59.8448,54.1552,57
12,40,56.9852,49.0148,53
13,40,50.9852,43.0148,47
12,41,66.6886,59.3114,63
7,41,40.6886,33.3114,37
3,42,43.7428,36.2572,40
12,42,63.7428,56.2572,60
5,43,47.975,40.025,44
12,43,59.975,52.025,56
7,44,46.6567,39.3433,43
12,44,60.6567,53.3433,57
11,45,41.7573,34.2427,38
12,45,65.7573,58.2427,62
3,46,49.6015,42.3985,46
12,46,57.6015,50.3985,54
12,47,55.9661,48.0339,52
13,47,51.9661,44.0339,48
5,48,47.975,40.025,44
12,48,59.975,52.025,56
7,49,46.6567,39.3433,43
12,49,60.6567,53.3433,57
11,50,41.7573,34.2427,38
12,50,65.7573,58.2427,62
3,51,49.6015,42.3985,46
12,51,57.6015,50.3985,54
12,52,55.9661,48.0339,52
13,52,51.9661,44.0339,48
3,53,45.6043,37.3957,41.5
12,53,62.6043,54.3957,58.5
12,54,58.5977,51.4023,55
3,54,48.5977,41.4023,45
5,55,53.6581,46.3419,50
12,55,53.6581,46.3419,50
12,56,59.3015,52.6985,56
3,56,47.3015,40.6985,44
13,57,56.5321,49.4679,53
12,57,50.5321,43.4679,47
3,58,45.3159,38.6841,42
5,58,61.3159,54.6841,58
13,59,63.2166,56.7834,60
3,59,43.2166,36.7834,40
3,60,47.747,42.253,45
12,60,57.747,52.253,55
3,61,47.747,42.253,45
12,61,57.747,52.253,55
3,62,49.2277,42.7723,46
12,62,57.2277,50.7723,54
13,63,52.4435,45.5565,49
12,63,54.4435,47.5565,51
13,64,63.131,56.869,60
3,64,43.131,36.869,40
12,65,57.587,52.413,55
3,65,47.587,42.413,45
5,66,45.8483,40.1517,43
12,66,59.8483,54.1517,57
12,67,60.6034,55.3966,58
7,67,44.6034,39.3966,42
13,68,47.8141,42.1859,45
12,68,57.8141,52.1859,55
11,69,39.6866,34.3134,37
12,69,65.6866,60.3134,63
12,70,60.8644,55.1356,58
14,70,44.8644,39.1356,42
12,71,58.6489,51.3511,55
13,71,48.6489,41.3511,45
12,72,61.3735,54.6265,58
3,72,45.3735,38.6265,42
12,73,68.3729,61.6271,65
7,73,38.3729,31.6271,35
4,74,49.3519,44.6481,47
3,74,55.3519,50.6481,53
13,75,61.3177,56.6823,59
3,75,43.3177,38.6823,41
3,76,48.3486,43.6514,46
12,76,56.3486,51.6514,54
3,77,62.3085,57.6915,60
11,77,42.3085,37.6915,40
3,78,47.3443,42.6557,45
5,78,57.3443,52.6557,55
1,79,52.3562,47.6438,50
3,79,52.3562,47.6438,50
12,80,56.2851,49.7149,53
3,80,50.2851,43.7149,47
12,81,56.2851,49.7149,53
3,81,50.2851,43.7149,47
12,82,58.3402,55.6598,57
3,82,44.3402,41.6598,43
12,83,53.472,50.528,52
13,83,49.472,46.528,48
3,84,40.329,37.671,39
13,84,62.329,59.671,61
3,85,48.5115,41.4885,45
12,85,58.5115,51.4885,55
12,86,57.4905,52.5095,55
3,86,47.4905,42.5095,45
12,87,55.6925,50.3075,53
5,87,49.6925,44.3075,47
7,88,40.538,35.462,38
12,88,64.538,59.462,62
12,89,63.9638,56.0362,60
3,89,43.9638,36.0362,40
3,90,48.5931,41.4069,45
12,90,58.5931,51.4069,55
3,91,48.5931,41.4069,45
12,91,58.5931,51.4069,55
13,92,51.8567,44.1433,48
12,92,55.8567,48.1433,52
12,93,62.6153,55.3847,59
3,93,44.6153,37.3847,41
13,94,51.8567,44.1433,48
12,94,55.8567,48.1433,52
12,95,62.6153,55.3847,59
3,95,44.6153,37.3847,41
12,96,62.5494,55.4506,59
5,96,44.5494,37.4506,41
12,97,61.1893,54.8107,58
3,97,45.1893,38.8107,42
3,98,41.1692,34.8308,38
13,98,65.1692,58.8308,62
3,99,45.3132,38.6868,42
5,99,61.3132,54.6868,58
12,100,54.537,47.463,51
13,100,52.537,45.463,49
12,101,64.2194,59.7806,62
7,101,40.2194,35.7806,38
3,102,44.2272,39.7728,42
12,102,60.2272,55.7728,58
3,103,49.0587,42.9413,46
12,103,57.0587,50.9413,54
12,104,57.0047,50.9953,54
3,104,49.0047,42.9953,46
3,105,49.2253,42.7747,46
12,105,57.2253,50.7747,54
3,106,49.2253,42.7747,46
12,106,57.2253,50.7747,54
3,107,49.2253,42.7747,46
12,107,57.2253,50.7747,54
13,108,51.6774,42.3226,47
12,108,57.6774,48.3226,53
12,109,62.0626,53.9374,58
3,109,46.0626,37.9374,42
13,110,51.6774,42.3226,47
12,110,57.6774,48.3226,53
12,111,62.0626,53.9374,58
3,111,46.0626,37.9374,42
13,112,51.6774,42.3226,47
12,112,57.6774,48.3226,53
12,113,62.0626,53.9374,58
3,113,46.0626,37.9374,42
5,114,44.7748,39.2252,42
12,114,60.7748,55.2252,58
12,115,64.662,59.338,62
11,115,40.662,35.338,38
13,116,48.7557,43.2443,46
12,116,56.7557,51.2443,54
12,117,60.5659,55.4341,58
7,117,44.5659,39.4341,42
12,118,57.5497,52.4503,55
3,118,47.5497,42.4503,45
3,119,49.6657,42.3343,46
12,119,57.6657,50.3343,54
12,120,54.9403,47.0597,51
5,120,52.9403,45.0597,49
12,121,60.663,53.337,57
3,121,46.663,39.337,43
12,122,66.6255,61.3745,64
11,122,38.6255,33.3745,36
12,123,57.7212,52.2788,55
13,123,47.7212,42.2788,45
12,124,62.5972,57.4028,60
7,124,42.5972,37.4028,40
12,125,61.7122,56.2878,59
5,125,43.7122,38.2878,41
12,126,61.7578,56.2422,59
14,126,43.7578,38.2422,41
3,127,48.5656,43.4344,46
12,127,56.5656,51.4344,54
12,128,57.0489,48.9511,53
3,128,51.0489,42.9511,47
7,129,42.7111,35.2889,39
12,129,64.7111,57.2889,61
3,130,48.6327,41.3673,45
12,130,58.6327,51.3673,55
12,131,59.6293,54.3707,57
7,131,45.6293,40.3707,43
5,132,45.8469,40.1531,43
12,132,59.8469,54.1531,57
3,133,48.6276,43.3724,46
12,133,56.6276,51.3724,54
12,134,64.7443,59.2557,62
11,134,40.7443,35.2557,38
12,135,56.7946,51.2054,54
13,135,48.7946,43.2054,46
12,136,58.5171,51.4829,55
5,136,48.5171,41.4829,45
12,137,59.5471,52.4529,56
14,137,47.5471,40.4529,44
12,138,59.2135,52.7865,56
3,138,47.2135,40.7865,44
12,139,54.5033,47.4967,51
13,139,52.5033,45.4967,49
12,140,62.2497,55.7503,59
7,140,44.2497,37.7503,41
12,141,58.5171,51.4829,55
5,141,48.5171,41.4829,45
12,142,59.5471,52.4529,56
14,142,47.5471,40.4529,44
12,143,59.2135,52.7865,56
3,143,47.2135,40.7865,44
12,144,54.5033,47.4967,51
13,144,52.5033,45.4967,49
12,145,62.2497,55.7503,59
7,145,44.2497,37.7503,41
3,146,49.7201,42.2799,46
12,146,57.7201,50.2799,54
12,147,66.5541,61.4459,64
11,147,38.5541,33.4459,36
12,148,60.7124,55.2876,58
5,148,44.7124,39.2876,42
12,149,57.4958,52.5042,55
3,149,47.4958,42.5042,45
12,150,61.5389,56.4611,59
7,150,43.5389,38.4611,41
12,151,56.6944,51.3056,54
13,151,48.6944,43.3056,46
14,152,43.7491,38.2509,41
12,152,61.7491,56.2509,59
3,153,49.7442,42.2558,46
12,153,57.7442,50.2558,54
12,154,66.6327,61.3673,64
11,154,38.6327,33.3673,36
14,155,43.7642,38.2358,41
12,155,61.7642,56.2358,59
5,156,44.7511,39.2489,42
12,156,60.7511,55.2489,58
12,157,61.506,56.494,59
3,157,43.506,38.494,41
12,158,58.6015,53.3985,56
7,158,46.6015,41.3985,44
13,159,48.7336,43.2664,46
12,159,56.7336,51.2664,54
12,160,66.2428,59.7572,63
7,160,40.2428,33.7572,37
12,161,59.2266,52.7734,56
3,161,47.2266,40.7734,44
5,162,51.4872,44.5128,48
12,162,55.4872,48.5128,52
12,163,66.2428,59.7572,63
7,163,40.2428,33.7572,37
12,164,59.2266,52.7734,56
3,164,47.2266,40.7734,44
5,165,51.4872,44.5128,48
12,165,55.4872,48.5128,52
5,166,48.5478,43.4522,46
12,166,56.5478,51.4522,54
12,167,59.5309,54.4691,57
3,167,45.5309,40.4691,43
12,168,57.7143,50.2857,54
3,168,49.7143,42.2857,46
12,169,57.7143,50.2857,54
3,169,49.7143,42.2857,46
7,170,36.3993,29.6007,33
12,170,70.3993,63.6007,67
3,171,46.4542,39.5458,43
12,171,60.4542,53.5458,57
5,172,52.6139,45.3861,49
12,172,54.6139,47.3861,51
7,173,36.3993,29.6007,33
12,173,70.3993,63.6007,67
3,174,46.4542,39.5458,43
12,174,60.4542,53.5458,57
5,175,52.6139,45.3861,49
12,175,54.6139,47.3861,51
3,176,49.3666,44.6334,47
12,176,55.3666,50.6334,53
1,177,51.4273,46.5727,49
3,177,53.4273,48.5727,51
13,178,59.3724,54.6276,57
3,178,45.3724,40.6276,43
3,179,49.3666,44.6334,47
12,179,55.3666,50.6334,53
1,180,51.4273,46.5727,49
3,180,53.4273,48.5727,51
13,181,59.3724,54.6276,57
3,181,45.3724,40.6276,43
3,182,49.3666,44.6334,47
12,182,55.3666,50.6334,53
1,183,51.4273,46.5727,49
3,183,53.4273,48.5727,51
13,184,59.3724,54.6276,57
3,184,45.3724,40.6276,43
12,185,58.8851,51.1149,55
3,185,48.8851,41.1149,45
3,186,46.485,41.515,44
12,186,58.485,53.515,56
12,187,64.4649,59.5351,62
7,187,40.4649,35.5351,38
12,188,53.6155,48.3845,51
5,188,51.6155,46.3845,49
3,189,48.0193,41.9807,45
12,189,58.0193,51.9807,55
5,190,51.8975,46.1025,49
12,190,53.8975,48.1025,51
3,191,44.6576,39.3424,42
12,191,60.6576,55.3424,58
5,192,51.8975,46.1025,49
12,192,53.8975,48.1025,51
3,193,44.6576,39.3424,42
12,193,60.6576,55.3424,58
5,194,51.8975,46.1025,49
12,194,53.8975,48.1025,51
3,195,44.6576,39.3424,42
12,195,60.6576,55.3424,58
5,196,51.8975,46.1025,49
12,196,53.8975,48.1025,51
3,197,44.6576,39.3424,42
12,197,60.6576,55.3424,58
5,198,51.8975,46.1025,49
12,198,53.8975,48.1025,51
3,199,44.6576,39.3424,42
12,199,60.6576,55.3424,58
5,200,51.8975,46.1025,49
12,200,53.8975,48.1025,51
3,201,44.6576,39.3424,42
12,201,60.6576,55.3424,58
